Sample Number (100 samples per second),UNIX Timestamp (Milliseconds since 1970-01-01),Temperature (),Set Value (),u (),u_sum (),de ()
18954,1673973323622,29.81,33.0,1.0,218.232,-0.02
18955,1673973323789,29.81,33.0,1.0,218.758,0.0
18956,1673973323954,29.83,33.0,1.0,219.284,0.0
18957,1673973324120,29.83,33.0,1.0,219.807,0.0
18958,1673973324287,29.85,33.0,1.0,220.33,0.0
18959,1673973324452,29.85,33.0,1.0,220.866,0.0
18960,1673973324618,29.86,33.0,1.0,221.385,0.0
18961,1673973324785,29.87,33.0,1.0,221.904,0.0
18962,1673973324951,29.86,33.0,1.0,222.42,0.0
18963,1673973325116,29.88,33.0,1.0,222.938,0.0
18964,1673973325282,29.88,33.0,1.0,223.469,0.0
18965,1673973325449,29.89,33.0,1.0,223.983,0.0
18966,1673973325614,29.91,33.0,1.0,224.496,0.0
18967,1673973325780,29.91,33.0,1.0,225.006,0.0
18968,1673973325947,29.91,33.0,1.0,225.516,0.0
18969,1673973326112,29.93,33.0,1.0,226.042,-0.02
18970,1673973326278,29.93,33.0,1.0,226.548,0.0
18971,1673973326444,29.93,33.0,1.0,227.055,0.0
18972,1673973326611,29.94,33.0,1.0,227.562,0.0
18973,1673973326776,29.95,33.0,1.0,228.067,0.0
18974,1673973326942,29.95,33.0,1.0,228.585,0.0
18975,1673973327109,29.97,33.0,1.0,229.088,0.0
18976,1673973327275,29.97,33.0,1.0,229.588,0.0
18977,1673973327441,29.97,33.0,1.0,230.088,0.0
18978,1673973327606,29.98,33.0,1.0,230.588,0.0
18979,1673973327772,30.0,33.0,1.0,231.101,-0.02
18980,1673973327939,30.0,33.0,1.0,231.596,0.0
18981,1673973328104,30.01,33.0,1.0,232.091,0.0
18982,1673973328271,30.02,33.0,1.0,232.585,0.0
18983,1673973328436,30.03,33.0,1.0,233.076,0.0
18984,1673973328603,30.02,33.0,1.0,233.581,0.01
18985,1673973328769,30.04,33.0,1.0,234.073,0.0
18986,1673973328934,30.04,33.0,1.0,234.561,0.0
18987,1673973329101,30.05,33.0,1.0,235.049,0.0
18988,1673973329267,30.05,33.0,1.0,235.536,0.0
18989,1673973329433,30.06,33.0,1.0,236.038,-0.01
18990,1673973329598,30.08,33.0,1.0,236.523,0.0
18991,1673973329764,30.08,33.0,1.0,237.005,0.0
18992,1673973329930,30.09,33.0,1.0,237.487,0.0
18993,1673973330097,30.1,33.0,1.0,237.967,0.0
18994,1673973330263,30.1,33.0,1.0,238.46,0.0
18995,1673973330428,30.11,33.0,1.0,238.938,0.0
18996,1673973330594,30.12,33.0,1.0,239.415,0.0
18997,1673973330761,30.13,33.0,1.0,239.891,0.0
18998,1673973330926,30.14,33.0,1.0,240.364,0.0
18999,1673973331092,30.14,33.0,1.0,240.85,0.0
19000,1673973331259,30.15,33.0,1.0,241.322,0.0
19001,1673973331425,30.14,33.0,1.0,241.792,0.0
19002,1673973331590,30.17,33.0,1.0,242.264,0.0
19003,1673973331756,30.16,33.0,1.0,242.731,0.0
19004,1673973331923,30.18,33.0,1.0,243.214,-0.02
19005,1673973332088,30.18,33.0,1.0,243.679,0.0
19006,1673973332254,30.19,33.0,1.0,244.144,0.0
19007,1673973332420,30.2,33.0,1.0,244.608,0.0
19008,1673973332586,30.2,33.0,1.0,245.07,0.0
19009,1673973332753,30.21,33.0,1.0,245.546,-0.01
19010,1673973332919,30.23,33.0,1.0,246.007,0.0
19011,1673973333084,30.24,33.0,1.0,246.464,0.0
19012,1673973333250,30.24,33.0,1.0,246.919,0.0
19013,1673973333417,30.25,33.0,1.0,247.374,0.0
19014,1673973333582,30.25,33.0,1.0,247.842,0.0
19015,1673973333748,30.26,33.0,1.0,248.295,0.0
19016,1673973333914,30.28,33.0,1.0,248.747,0.0
19017,1673973334081,30.28,33.0,1.0,249.196,0.0
19018,1673973334247,30.29,33.0,1.0,249.645,0.0
19019,1673973334412,30.29,33.0,1.0,250.105,0.0
19020,1673973334579,30.3,33.0,1.0,250.553,0.0
19021,1673973334745,30.29,33.0,1.0,250.998,0.0
19022,1673973334910,30.31,33.0,1.0,251.445,0.0
19023,1673973335076,30.31,33.0,1.0,251.889,0.0
19024,1673973335243,30.31,33.0,1.0,252.346,0.0
19025,1673973335408,30.33,33.0,1.0,252.79,0.0
19026,1673973335575,30.33,33.0,1.0,253.23,0.0
19027,1673973335741,30.34,33.0,1.0,253.671,0.0
19028,1673973335906,30.36,33.0,1.0,254.11,0.0
19029,1673973336072,30.36,33.0,1.0,254.559,0.0
19030,1673973336238,30.36,33.0,1.0,254.994,0.0
19031,1673973336405,30.37,33.0,1.0,255.43,0.0
19032,1673973336571,30.38,33.0,1.0,255.864,0.0
19033,1673973336736,30.39,33.0,1.0,256.296,0.0
19034,1673973336903,30.39,33.0,1.0,256.74,0.0
19035,1673973337068,30.41,33.0,1.0,257.171,0.0
19036,1673973337234,30.39,33.0,1.0,257.598,0.0
19037,1673973337401,30.41,33.0,1.0,258.029,0.0
19038,1673973337566,30.42,33.0,1.0,258.456,0.0
19039,1673973337732,30.43,33.0,1.0,258.895,-0.01
19040,1673973337900,30.42,33.0,1.0,259.319,0.0
19041,1673973338065,30.44,33.0,1.0,259.745,0.0
19042,1673973338230,30.44,33.0,1.0,260.167,0.0
19043,1673973338396,30.45,33.0,1.0,260.589,0.0
19044,1673973338563,30.46,33.0,1.0,261.023,-0.01
19045,1673973338728,30.46,33.0,1.0,261.442,0.0
19046,1673973338894,30.47,33.0,1.0,261.861,0.0
19047,1673973339060,30.47,33.0,1.0,262.279,0.0
19048,1673973339226,30.48,33.0,1.0,262.696,0.0
19049,1673973339392,30.5,33.0,1.0,263.125,-0.02
19050,1673973339559,30.5,33.0,1.0,263.538,0.0
19051,1673973339725,30.5,33.0,1.0,263.951,0.0
19052,1673973339890,30.52,33.0,1.0,264.364,0.0
19053,1673973340056,30.52,33.0,1.0,264.772,0.0
19054,1673973340222,30.52,33.0,1.0,265.194,0.0
19055,1673973340388,30.54,33.0,1.0,265.603,0.0
19056,1673973340554,30.55,33.0,1.0,266.008,0.0
19057,1673973340720,30.55,33.0,1.0,266.412,0.0
19058,1673973340887,30.56,33.0,1.0,266.816,0.0
19059,1673973341052,30.55,33.0,1.0,267.231,0.01
19060,1673973341218,30.58,33.0,1.0,267.635,0.0
19061,1673973341385,30.56,33.0,1.0,268.034,0.0
19062,1673973341550,30.58,33.0,1.0,268.437,0.0
19063,1673973341716,30.59,33.0,1.0,268.835,0.0
19064,1673973341883,30.59,33.0,1.0,269.245,0.0
19065,1673973342048,30.6,33.0,1.0,269.643,0.0
19066,1673973342214,30.61,33.0,1.0,270.039,0.0
19067,1673973342380,30.61,33.0,1.0,270.434,0.0
19068,1673973342546,30.62,33.0,1.0,270.828,0.0
19069,1673973342712,30.63,33.0,1.0,271.233,-0.01
19070,1673973342879,30.64,33.0,1.0,271.624,0.0
19071,1673973343044,30.64,33.0,1.0,272.014,0.0
19072,1673973343210,30.64,33.0,1.0,272.403,0.0
19073,1673973343377,30.66,33.0,1.0,272.793,0.0
19074,1673973343542,30.66,33.0,1.0,273.19,0.0
19075,1673973343708,30.66,33.0,1.0,273.576,0.0
19076,1673973343874,30.67,33.0,1.0,273.962,0.0
19077,1673973344040,30.69,33.0,1.0,274.347,0.0
19078,1673973344207,30.68,33.0,1.0,274.727,0.0
19079,1673973344372,30.7,33.0,1.0,275.121,-0.02
19080,1673973344538,30.71,33.0,1.0,275.501,0.0
19081,1673973344705,30.71,33.0,1.0,275.879,0.0
19082,1673973344870,30.71,33.0,1.0,276.256,0.0
19083,1673973345036,30.71,33.0,1.0,276.634,0.0
19084,1673973345202,30.73,33.0,1.0,277.023,-0.02
19085,1673973345368,30.72,33.0,1.0,277.398,0.0
19086,1673973345534,30.73,33.0,1.0,277.774,0.0
19087,1673973345702,30.74,33.0,1.0,278.149,0.0
19088,1673973345866,30.75,33.0,1.0,278.522,0.0
19089,1673973346033,30.75,33.0,1.0,278.904,0.0
19090,1673973346199,30.75,33.0,1.0,279.276,0.0
19091,1673973346364,30.77,33.0,1.0,279.648,0.0
19092,1673973346530,30.78,33.0,1.0,280.015,0.0
19093,1673973346696,30.77,33.0,1.0,280.382,0.0
19094,1673973346863,30.79,33.0,1.0,280.76,-0.02
19095,1673973347029,30.79,33.0,1.0,281.125,0.0
19096,1673973347194,30.8,33.0,1.0,281.49,0.0
19097,1673973347361,30.8,33.0,1.0,281.852,0.0
19098,1673973347526,30.81,33.0,1.0,282.215,0.0
19099,1673973347692,30.83,33.0,1.0,282.587,-0.02
19100,1673973347859,30.82,33.0,1.0,282.946,0.0
19101,1673973348024,30.83,33.0,1.0,283.305,0.0
19102,1673973348190,30.85,33.0,1.0,283.664,0.0
19103,1673973348357,30.84,33.0,1.0,284.018,0.0
19104,1673973348522,30.86,33.0,1.0,284.385,-0.02
19105,1673973348689,30.86,33.0,1.0,284.739,0.0
19106,1673973348854,30.88,33.0,1.0,285.092,0.0
19107,1673973349020,30.89,33.0,1.0,285.442,0.0
19108,1673973349187,30.89,33.0,1.0,285.79,0.0
19109,1673973349352,30.9,33.0,1.0,286.149,-0.01
19110,1673973349518,30.9,33.0,1.0,286.496,0.0
19111,1673973349684,30.9,33.0,1.0,286.842,0.0
19112,1673973349851,30.91,33.0,1.0,287.189,0.0
19113,1673973350016,30.91,33.0,1.0,287.533,0.0
19114,1673973350182,30.92,33.0,1.0,287.888,-0.01
19115,1673973350349,30.93,33.0,1.0,288.231,0.0
19116,1673973350515,30.93,33.0,1.0,288.573,0.0
19117,1673973350680,30.94,33.0,1.0,288.914,0.0
19118,1673973350847,30.94,33.0,1.0,289.254,0.0
19119,1673973351012,30.96,33.0,1.0,289.605,-0.02
19120,1673973351178,30.95,33.0,1.0,289.941,0.0
19121,1673973351345,30.96,33.0,1.0,290.28,0.0
19122,1673973351511,30.97,33.0,1.0,290.616,0.0
19123,1673973351676,30.98,33.0,1.0,290.951,0.0
19124,1673973351842,30.97,33.0,1.0,291.295,0.01
19125,1673973352009,30.98,33.0,1.0,291.63,0.0
19126,1673973352174,30.99,33.0,1.0,291.964,0.0
19127,1673973352340,31.0,33.0,1.0,292.295,0.0
19128,1673973352506,31.01,33.0,1.0,292.625,0.0
19129,1673973352672,31.01,33.0,1.0,292.964,0.0
19130,1673973352839,31.01,33.0,1.0,293.292,0.0
19131,1673973353006,31.02,33.0,1.0,293.62,0.0
19132,1673973353171,31.03,33.0,1.0,293.946,0.0
19133,1673973353336,31.04,33.0,1.0,294.272,0.0
19134,1673973353502,31.05,33.0,1.0,294.605,-0.01
19135,1673973353669,31.05,33.0,1.0,294.926,0.0
19136,1673973353834,31.06,33.0,1.0,295.247,0.0
19137,1673973354000,31.06,33.0,1.0,295.568,0.0
19138,1673973354167,31.07,33.0,1.0,295.888,0.0
19139,1673973354332,31.08,33.0,1.0,296.216,-0.01
19140,1673973354499,31.08,33.0,1.0,296.533,0.0
19141,1673973354665,31.09,33.0,1.0,296.85,0.0
19142,1673973354830,31.1,33.0,1.0,297.165,0.0
19143,1673973354996,31.1,33.0,1.0,297.479,0.0
19144,1673973355163,31.1,33.0,1.0,297.801,0.0
19145,1673973355329,31.12,33.0,1.0,298.114,0.0
19146,1673973355494,31.12,33.0,1.0,298.425,0.0
19147,1673973355660,31.13,33.0,1.0,298.735,0.0
19148,1673973355827,31.13,33.0,1.0,299.043,0.0
19149,1673973355992,31.14,33.0,1.0,299.36,-0.01
19150,1673973356158,31.15,33.0,1.0,299.668,0.0
19151,1673973356325,31.16,33.0,1.0,299.973,0.0
19152,1673973356491,31.16,33.0,1.0,300.276,0.0
19153,1673973356656,31.17,33.0,1.0,300.579,0.0
19154,1673973356822,31.17,33.0,1.0,300.89,0.0
19155,1673973356988,31.19,33.0,1.0,301.192,0.0
19156,1673973357155,31.2,33.0,1.0,301.491,0.0
19157,1673973357320,31.19,33.0,1.0,301.789,0.0
19158,1673973357486,31.2,33.0,1.0,302.088,0.0
19159,1673973357652,31.21,33.0,1.0,302.394,-0.01
19160,1673973357819,31.22,33.0,1.0,302.689,0.0
19161,1673973357984,31.23,33.0,1.0,302.983,0.0
19162,1673973358151,31.24,33.0,1.0,303.275,0.0
19163,1673973358316,31.23,33.0,1.0,303.565,0.0
19164,1673973358482,31.23,33.0,1.0,303.866,0.0
19165,1673973358648,31.26,33.0,1.0,304.158,0.0
19166,1673973358814,31.25,33.0,1.0,304.445,0.0
19167,1673973358981,31.26,33.0,1.0,304.734,0.0
19168,1673973359147,31.27,33.0,1.0,305.021,0.0
19169,1673973359312,31.28,33.0,1.0,305.315,-0.01
19170,1673973359479,31.27,33.0,1.0,305.599,0.0
19171,1673973359644,31.28,33.0,1.0,305.884,0.0
19172,1673973359811,31.29,33.0,1.0,306.168,0.0
19173,1673973359976,31.3,33.0,1.0,306.45,0.0
19174,1673973360143,31.31,33.0,1.0,306.739,-0.01
19175,1673973360309,31.3,33.0,1.0,307.018,0.0
19176,1673973360474,31.32,33.0,1.0,307.299,0.0
19177,1673973360640,31.32,33.0,1.0,307.576,0.0
19178,1673973360808,31.32,33.0,1.0,307.853,0.0
19179,1673973360972,31.33,33.0,1.0,308.138,-0.01
19180,1673973361138,31.34,33.0,1.0,308.414,0.0
19181,1673973361304,31.35,33.0,1.0,308.688,0.0
19182,1673973361471,31.36,33.0,1.0,308.96,0.0
19183,1673973361636,31.35,33.0,1.0,309.231,0.0
19184,1673973361803,31.35,33.0,1.0,309.511,0.0
19185,1673973361968,31.37,33.0,1.0,309.783,0.0
19186,1673973362134,31.39,33.0,1.0,310.052,0.0
19187,1673973362301,31.39,33.0,1.0,310.318,0.0
19188,1673973362467,31.38,33.0,1.0,310.583,0.0
19189,1673973362633,31.39,33.0,1.0,310.858,-0.01
19190,1673973362798,31.42,33.0,1.0,311.124,0.0
19191,1673973362964,31.42,33.0,1.0,311.385,0.0
19192,1673973363131,31.43,33.0,1.0,311.646,0.0
19193,1673973363296,31.42,33.0,1.0,311.905,0.0
19194,1673973363462,31.43,33.0,1.0,312.173,-0.01
19195,1673973363629,31.44,33.0,1.0,312.432,0.0
19196,1673973363795,31.44,33.0,1.0,312.69,0.0
19197,1673973363960,31.44,33.0,1.0,312.948,0.0
19198,1673973364126,31.45,33.0,1.0,313.206,0.0
19199,1673973364293,31.47,33.0,1.0,313.469,-0.02
19200,1673973364458,31.48,33.0,1.0,313.722,0.0
19201,1673973364624,31.48,33.0,1.0,313.973,0.0
19202,1673973364791,31.48,33.0,1.0,314.223,0.0
19203,1673973364956,31.49,33.0,1.0,314.474,0.0
19204,1673973365123,31.49,33.0,1.0,314.731,0.0
19205,1673973365288,31.5,33.0,1.0,314.979,0.0
19206,1673973365454,31.51,33.0,1.0,315.227,0.0
19207,1673973365621,31.52,33.0,1.0,315.473,0.0
19208,1673973365786,31.52,33.0,1.0,315.716,0.0
19209,1673973365952,31.53,33.0,1.0,315.968,-0.01
19210,1673973366119,31.53,33.0,1.0,316.21,0.0
19211,1673973366284,31.55,33.0,1.0,316.453,0.0
19212,1673973366450,31.54,33.0,1.0,316.693,0.0
19213,1673973366617,31.55,33.0,1.0,316.933,0.0
19214,1673973366783,31.55,33.0,1.0,317.18,0.0
19215,1673973366948,31.56,33.0,1.0,317.42,0.0
19216,1673973367114,31.57,33.0,1.0,317.658,0.0
19217,1673973367281,31.58,33.0,1.0,317.893,0.0
19218,1673973367446,31.59,33.0,1.0,318.128,0.0
19219,1673973367613,31.59,33.0,1.0,318.368,0.0
19220,1673973367778,31.6,33.0,1.0,318.6,0.0
19221,1673973367944,31.6,33.0,1.0,318.831,0.0
19222,1673973368110,31.6,33.0,1.0,319.061,0.0
19223,1673973368276,31.61,33.0,1.0,319.292,0.0
19224,1673973368442,31.61,33.0,1.0,319.529,0.0
19225,1673973368610,31.63,33.0,1.0,319.758,0.0
19226,1673973368775,31.63,33.0,1.0,319.984,0.0
19227,1673973368940,31.63,33.0,1.0,320.209,0.0
19228,1673973369109,31.64,33.0,1.0,320.435,0.0
19229,1673973369272,31.64,33.0,1.0,320.666,0.0
19230,1673973369438,31.65,33.0,1.0,320.891,0.0
19231,1673973369604,31.66,33.0,1.0,321.114,0.0
19232,1673973369771,31.66,33.0,1.0,321.335,0.0
19233,1673973369936,31.67,33.0,1.0,321.557,0.0
19234,1673973370102,31.68,33.0,1.0,321.783,-0.01
19235,1673973370268,31.67,33.0,1.0,322.0,0.0
19236,1673973370435,31.7,33.0,1.0,322.22,0.0
19237,1673973370600,31.69,33.0,1.0,322.434,0.0
19238,1673973370767,31.71,33.0,1.0,322.651,0.0
19239,1673973370932,31.71,33.0,1.0,322.87,0.0
19240,1673973371098,31.71,33.0,1.0,323.082,0.0
19241,1673973371265,31.71,33.0,1.0,323.295,0.0
19242,1673973371430,31.73,33.0,1.0,323.507,0.0
19243,1673973371596,31.73,33.0,1.0,323.717,0.0
19244,1673973371764,31.74,33.0,1.0,323.933,-0.01
19245,1673973371929,31.74,33.0,1.0,324.14,0.0
19246,1673973372094,31.74,33.0,1.0,324.348,0.0
19247,1673973372260,31.76,33.0,1.0,324.555,0.0
19248,1673973372426,31.75,33.0,1.0,324.759,0.0
19249,1673973372594,31.77,33.0,1.0,324.972,-0.02
19250,1673973372758,31.78,33.0,1.0,325.175,0.0
19251,1673973372924,31.78,33.0,1.0,325.377,0.0
19252,1673973373091,31.79,33.0,1.0,325.578,0.0
19253,1673973373257,31.79,33.0,1.0,325.778,0.0
19254,1673973373423,31.8,33.0,1.0,325.983,-0.01
19255,1673973373588,31.81,33.0,1.0,326.181,0.0
19256,1673973373755,31.81,33.0,1.0,326.378,0.0
19257,1673973373920,31.82,33.0,1.0,326.574,0.0
19258,1673973374087,31.83,33.0,1.0,326.769,0.0
19259,1673973374254,31.84,33.0,1.0,326.968,-0.01
19260,1673973374418,31.83,33.0,1.0,327.159,0.0
19261,1673973374585,31.84,33.0,1.0,327.352,0.0
19262,1673973374750,31.85,33.0,1.0,327.544,0.0
19263,1673973374916,31.85,33.0,1.0,327.733,0.0
19264,1673973375084,31.86,33.0,1.0,327.928,-0.01
19265,1673973375248,31.86,33.0,1.0,328.117,0.0
19266,1673973375414,31.87,33.0,1.0,328.305,0.0
19267,1673973375581,31.87,33.0,1.0,328.491,0.0
19268,1673973375746,31.89,33.0,1.0,328.677,0.0
19269,1673973375914,31.88,33.0,1.0,328.866,0.01
19270,1673973376079,31.89,33.0,1.0,329.052,0.0
19271,1673973376245,31.91,33.0,1.0,329.235,0.0
19272,1673973376410,31.9,33.0,1.0,329.415,0.0
19273,1673973376578,31.91,33.0,1.0,329.596,0.0
19274,1673973376743,31.91,33.0,1.0,329.782,0.0
19275,1673973376908,31.92,33.0,1.0,329.962,0.0
19276,1673973377075,31.93,33.0,1.0,330.141,0.0
19277,1673973377240,31.93,33.0,1.0,330.317,0.0
19278,1673973377407,31.94,33.0,1.0,330.493,0.0
19279,1673973377573,31.95,33.0,1.0,330.674,-0.01
19280,1673973377738,31.96,33.0,1.0,330.847,0.0
19281,1673973377905,31.97,33.0,1.0,331.018,0.0
19282,1673973378070,31.96,33.0,1.0,331.188,0.0
19283,1673973378237,31.97,33.0,1.0,331.36,0.0
19284,1673973378403,31.98,33.0,1.0,331.535,-0.01
19285,1673973378569,31.99,33.0,1.0,331.703,0.0
19286,1673973378735,31.98,33.0,1.0,331.869,0.0
19287,1673973378900,31.99,33.0,1.0,332.037,0.0
19288,1673973379068,32.0,33.0,1.0,332.204,0.0
19289,1673973379233,32.01,33.0,1.0,332.374,-0.01
19290,1673973379399,32.01,33.0,1.0,332.537,0.0
19291,1673973379566,32.02,33.0,1.0,332.7,0.0
19292,1673973379731,32.02,33.0,1.0,332.862,0.0
19293,1673973379897,32.03,33.0,1.0,333.024,0.0
19294,1673973380064,32.03,33.0,1.0,333.189,0.0
19295,1673973380230,32.04,33.0,1.0,333.349,0.0
19296,1673973380395,32.04,33.0,1.0,333.507,0.0
19297,1673973380561,32.04,33.0,1.0,333.666,0.0
19298,1673973380727,32.06,33.0,1.0,333.824,0.0
19299,1673973380894,32.05,33.0,1.0,333.983,0.01
19300,1673973381060,32.08,33.0,1.0,334.141,0.0
19301,1673973381225,32.08,33.0,1.0,334.293,0.0
19302,1673973381391,32.08,33.0,1.0,334.445,0.0
19303,1673973381558,32.08,33.0,1.0,334.597,0.0
19304,1673973381723,32.08,33.0,1.0,334.753,0.0
19305,1673973381889,32.1,33.0,1.0,334.906,0.0
19306,1673973382056,32.1,33.0,1.0,335.054,0.0
19307,1673973382221,32.11,33.0,1.0,335.202,0.0
19308,1673973382388,32.12,33.0,1.0,335.349,0.0
19309,1673973382553,32.12,33.0,1.0,335.498,0.0
19310,1673973382719,32.13,33.0,1.0,335.643,0.0
19311,1673973382885,32.14,33.0,1.0,335.787,0.0
19312,1673973383051,32.14,33.0,1.0,335.929,0.0
19313,1673973383218,32.15,33.0,1.0,336.071,0.0
19314,1673973383383,32.17,33.0,1.0,336.215,-0.02
19315,1673973383549,32.15,33.0,1.0,336.352,0.0
19316,1673973383715,32.16,33.0,1.0,336.492,0.0
19317,1673973383881,32.17,33.0,1.0,336.631,0.0
19318,1673973384048,32.17,33.0,1.0,336.768,0.0
19319,1673973384214,32.18,33.0,1.0,336.909,-0.01
19320,1673973384379,32.19,33.0,1.0,337.044,0.0
19321,1673973384545,32.19,33.0,1.0,337.178,0.0
19322,1673973384711,32.21,33.0,1.0,337.312,0.0
19323,1673973384878,32.21,33.0,1.0,337.442,0.0
19324,1673973385043,32.21,33.0,1.0,337.576,0.0
19325,1673973385209,32.21,33.0,1.0,337.706,0.0
19326,1673973385376,32.22,33.0,1.0,337.836,0.0
19327,1673973385542,32.22,33.0,1.0,337.965,0.0
19328,1673973385707,32.23,33.0,1.0,338.093,0.0
19329,1673973385873,32.23,33.0,1.0,338.224,0.0
19330,1673973386039,32.23,33.0,1.0,338.351,0.0
19331,1673973386205,32.25,33.0,1.0,338.478,0.0
19332,1673973386371,32.25,33.0,1.0,338.602,0.0
19333,1673973386538,32.26,33.0,1.0,338.726,0.0
19334,1673973386703,32.27,33.0,0.981,338.851,-0.01
19335,1673973386870,32.27,33.0,0.991,338.972,0.0
19336,1673973387035,32.27,33.0,0.991,339.093,0.0
19337,1673973387201,32.28,33.0,0.991,339.214,0.0
19338,1673973387368,32.28,33.0,0.983,339.333,0.0
19339,1673973387533,32.29,33.0,0.965,339.455,-0.01
19340,1673973387700,32.3,33.0,0.975,339.572,0.0
19341,1673973387865,32.3,33.0,0.968,339.688,0.0
19342,1673973388031,32.31,33.0,0.968,339.803,0.0
19343,1673973388198,32.3,33.0,0.96,339.917,0.0
19344,1673973388363,32.32,33.0,0.932,340.036,-0.02
19345,1673973388529,32.32,33.0,0.952,340.148,0.0
19346,1673973388695,32.32,33.0,0.952,340.26,0.0
19347,1673973388861,32.32,33.0,0.952,340.372,0.0
19348,1673973389028,32.33,33.0,0.953,340.484,0.0
19349,1673973389193,32.34,33.0,0.927,340.598,-0.01
19350,1673973389360,32.34,33.0,0.937,340.706,0.0
19351,1673973389525,32.35,33.0,0.937,340.815,0.0
19352,1673973389691,32.36,33.0,0.929,340.922,0.0
19353,1673973389857,32.36,33.0,0.921,341.028,0.0
19354,1673973390024,32.36,33.0,0.921,341.137,0.0
19355,1673973390190,32.36,33.0,0.921,341.242,0.0
19356,1673973390355,32.37,33.0,0.922,341.348,0.0
19357,1673973390522,32.38,33.0,0.914,341.452,0.0
19358,1673973390687,32.38,33.0,0.906,341.555,0.0
19359,1673973390853,32.39,33.0,0.888,341.66,-0.01
19360,1673973391020,32.4,33.0,0.898,341.761,0.0
19361,1673973391185,32.4,33.0,0.89,341.86,0.0
19362,1673973391352,32.41,33.0,0.89,341.958,0.0
19363,1673973391517,32.41,33.0,0.882,342.056,0.0
19364,1673973391683,32.42,33.0,0.865,342.157,-0.01
19365,1673973391850,32.42,33.0,0.875,342.252,0.0
19366,1673973392015,32.44,33.0,0.875,342.348,0.0
19367,1673973392181,32.44,33.0,0.859,342.441,0.0
19368,1673973392347,32.43,33.0,0.859,342.533,0.0
19369,1673973392514,32.45,33.0,0.831,342.63,-0.02
19370,1673973392681,32.46,33.0,0.851,342.72,0.0
19371,1673973392847,32.45,33.0,0.843,342.809,0.0
19372,1673973393014,32.46,33.0,0.851,342.9,0.0
19373,1673973393178,32.46,33.0,0.844,342.991,0.0
19374,1673973393344,32.47,33.0,0.844,343.08,0.0
19375,1673973393511,32.47,33.0,0.836,343.167,0.0
19376,1673973393676,32.48,33.0,0.836,343.255,0.0
19377,1673973393843,32.49,33.0,0.828,343.34,0.0
19378,1673973394008,32.5,33.0,0.802,343.427,-0.01
19379,1673973394174,32.49,33.0,0.812,343.51,0.0
19380,1673973394341,32.49,33.0,0.82,343.595,0.0
19381,1673973394506,32.51,33.0,0.82,343.679,0.0
19382,1673973394672,32.52,33.0,0.805,343.76,0.0
19383,1673973394838,32.52,33.0,0.797,343.842,0.0
19384,1673973395004,32.52,33.0,0.797,343.921,0.0
19385,1673973395171,32.52,33.0,0.797,344.001,0.0
19386,1673973395336,32.52,33.0,0.797,344.08,0.0
19387,1673973395502,32.53,33.0,0.797,344.16,0.0
19388,1673973395668,32.53,33.0,0.789,344.24,0.0
19389,1673973395834,32.54,33.0,0.789,344.317,0.0
19390,1673973396001,32.54,33.0,0.781,344.393,0.0
19391,1673973396166,32.54,33.0,0.781,344.469,0.0
19392,1673973396333,32.54,33.0,0.781,344.544,0.0
19393,1673973396498,32.55,33.0,0.764,344.622,-0.01
19394,1673973396664,32.57,33.0,0.774,344.696,0.0
19395,1673973396831,32.57,33.0,0.758,344.767,0.0
19396,1673973396996,32.57,33.0,0.758,344.837,0.0
19397,1673973397162,32.58,33.0,0.758,344.908,0.0
19398,1673973397328,32.59,33.0,0.732,344.979,-0.01
19399,1673973397495,32.58,33.0,0.742,345.047,0.0
19400,1673973397661,32.58,33.0,0.75,345.116,0.0
19401,1673973397826,32.59,33.0,0.75,345.186,0.0
19402,1673973397992,32.6,33.0,0.742,345.253,0.0
19403,1673973398159,32.6,33.0,0.734,345.322,0.0
19404,1673973398325,32.6,33.0,0.734,345.388,0.0
19405,1673973398490,32.61,33.0,0.735,345.455,0.0
19406,1673973398657,32.61,33.0,0.727,345.519,0.0
19407,1673973398822,32.61,33.0,0.727,345.584,0.0
19408,1673973398988,32.63,33.0,0.691,345.65,-0.02
19409,1673973399154,32.62,33.0,0.711,345.711,0.0
19410,1673973399321,32.63,33.0,0.719,345.774,0.0
19411,1673973399486,32.64,33.0,0.711,345.835,0.0
19412,1673973399652,32.63,33.0,0.703,345.895,0.0
19413,1673973399818,32.64,33.0,0.693,345.958,-0.01
19414,1673973399985,32.65,33.0,0.703,346.017,0.0
19415,1673973400150,32.65,33.0,0.695,346.075,0.0
19416,1673973400316,32.65,33.0,0.695,346.132,0.0
19417,1673973400483,32.65,33.0,0.695,346.19,0.0
19418,1673973400648,32.66,33.0,0.678,346.249,-0.01
19419,1673973400815,32.66,33.0,0.688,346.305,0.0
19420,1673973400980,32.68,33.0,0.688,346.361,0.0
19421,1673973401146,32.67,33.0,0.672,346.414,0.0
19422,1673973401313,32.67,33.0,0.68,346.468,0.0
19423,1673973401478,32.69,33.0,0.644,346.524,-0.02
19424,1673973401644,32.69,33.0,0.664,346.576,0.0
19425,1673973401810,32.69,33.0,0.664,346.627,0.0
19426,1673973401977,32.68,33.0,0.664,346.678,0.0
19427,1673973402142,32.7,33.0,0.672,346.731,0.0
19428,1673973402308,32.7,33.0,0.656,346.781,0.0
19429,1673973402474,32.72,33.0,0.656,346.831,0.0
19430,1673973402640,32.71,33.0,0.64,346.877,0.0
19431,1673973402807,32.72,33.0,0.648,346.925,0.0
